window_id,id,window_start,window_end,target_date,target_distance_km,target_distance_label,target_seconds,target_time,window_days,activity_days,rest_days
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-10_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-14,2017-06-10,2017-06-10,15.0,15.0 km,1687.5892857142858,28:08,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-10_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-14,2017-06-10,2017-06-10,21.1,21.1 km,2324.5977011494256,38:45,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-10_42.2,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-14,2017-06-10,2017-06-10,42.2,42.2 km,4969.281250000001,01:22:49,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-11_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-15,2017-06-11,2017-06-11,5.0,5.0 km,625.6229913473423,10:26,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-11_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-15,2017-06-11,2017-06-11,10.0,10.0 km,1150.0704500978472,19:10,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-11_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-15,2017-06-11,2017-06-11,15.0,15.0 km,2011.3214285714287,33:31,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-11_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-15,2017-06-11,2017-06-11,21.1,21.1 km,2706.229166666667,45:06,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-11_42.2,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-15,2017-06-11,2017-06-11,42.2,42.2 km,5796.270833333333,01:36:36,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-12_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-16,2017-06-12,2017-06-12,5.0,5.0 km,984.4434156378601,16:24,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-12_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-16,2017-06-12,2017-06-12,10.0,10.0 km,1866.6496496496495,31:07,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-12_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-16,2017-06-12,2017-06-12,15.0,15.0 km,2502.1354166666665,41:42,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-12_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-16,2017-06-12,2017-06-12,21.1,21.1 km,3243.7948717948716,54:04,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-12_42.2,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-16,2017-06-12,2017-06-12,42.2,42.2 km,7112.37037037037,01:58:32,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-13_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-17,2017-06-13,2017-06-13,5.0,5.0 km,595.4080076263108,09:55,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-13_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-17,2017-06-13,2017-06-13,10.0,10.0 km,1184.0,19:44,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-13_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-17,2017-06-13,2017-06-13,15.0,15.0 km,1763.0582524271845,29:23,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-13_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-17,2017-06-13,2017-06-13,21.1,21.1 km,2432.0649350649355,40:32,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-13_42.2,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-17,2017-06-13,2017-06-13,42.2,42.2 km,5078.417582417583,01:24:38,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-14_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-18,2017-06-14,2017-06-14,5.0,5.0 km,1567.9139784946237,26:08,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-14_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-18,2017-06-14,2017-06-14,10.0,10.0 km,3167.4736842105262,52:47,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-15_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-19,2017-06-15,2017-06-15,5.0,5.0 km,2029.0679886685552,33:49,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-15_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-19,2017-06-15,2017-06-15,10.0,10.0 km,3901.1729323308273,01:05:01,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-16_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-20,2017-06-16,2017-06-16,5.0,5.0 km,881.7741514360313,14:42,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-16_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-20,2017-06-16,2017-06-16,10.0,10.0 km,1591.6153846153845,26:32,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-16_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-20,2017-06-16,2017-06-16,15.0,15.0 km,2796.1454545454544,46:36,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-16_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-20,2017-06-16,2017-06-16,21.1,21.1 km,4134.4701492537315,01:08:54,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-17_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-21,2017-06-17,2017-06-17,5.0,5.0 km,628.0115183246073,10:28,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-17_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-21,2017-06-17,2017-06-17,10.0,10.0 km,1225.5284159613059,20:26,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-17_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-21,2017-06-17,2017-06-17,15.0,15.0 km,1821.6818181818182,30:22,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-17_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-21,2017-06-17,2017-06-17,21.1,21.1 km,2566.367088607595,42:46,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-17_42.2,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-21,2017-06-17,2017-06-17,42.2,42.2 km,5667.412844036698,01:34:27,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-18_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-22,2017-06-18,2017-06-18,5.0,5.0 km,1952.4696969696968,32:32,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-18_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-22,2017-06-18,2017-06-18,10.0,10.0 km,3314.3367346938776,55:14,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-18_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-22,2017-06-18,2017-06-18,15.0,15.0 km,4832.288888888889,01:20:32,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-18_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-22,2017-06-18,2017-06-18,21.1,21.1 km,7455.0,02:04:15,28,24,4
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-21_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-25,2017-06-21,2017-06-21,5.0,5.0 km,2032.7213541666665,33:53,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-21_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-25,2017-06-21,2017-06-21,10.0,10.0 km,3622.8135198135196,01:00:23,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-24_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-28,2017-06-24,2017-06-24,5.0,5.0 km,1982.388471177945,33:02,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-25_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-29,2017-06-25,2017-06-25,5.0,5.0 km,1292.5049261083743,21:33,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-25_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-29,2017-06-25,2017-06-25,10.0,10.0 km,2595.426751592357,43:15,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-25_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-29,2017-06-25,2017-06-25,15.0,15.0 km,3937.3142857142857,01:05:37,28,23,5
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-27_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-31,2017-06-27,2017-06-27,5.0,5.0 km,2109.4666666666662,35:09,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-27_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-05-31,2017-06-27,2017-06-27,10.0,10.0 km,4525.517426273458,01:15:26,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-29_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-02,2017-06-29,2017-06-29,5.0,5.0 km,1177.6722488038279,19:38,28,21,7
099c2300-5d3f-4841-b843-977c94ac91ab_2017-06-30_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-03,2017-06-30,2017-06-30,5.0,5.0 km,1137.216894977169,18:57,28,22,6
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-09_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-12,2017-07-09,2017-07-09,5.0,5.0 km,1775.809230769231,29:36,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-09_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-12,2017-07-09,2017-07-09,10.0,10.0 km,3677.275766016713,01:01:17,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-10_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-13,2017-07-10,2017-07-10,5.0,5.0 km,1864.9680851063831,31:05,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-10_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-13,2017-07-10,2017-07-10,10.0,10.0 km,3840.5,01:04:00,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-11_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-14,2017-07-11,2017-07-11,5.0,5.0 km,1868.4959349593496,31:08,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-11_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-14,2017-07-11,2017-07-11,10.0,10.0 km,4082.0,01:08:02,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-13_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-16,2017-07-13,2017-07-13,5.0,5.0 km,1721.155737704918,28:41,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-13_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-16,2017-07-13,2017-07-13,10.0,10.0 km,3251.26517571885,54:11,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-15_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-18,2017-07-15,2017-07-15,5.0,5.0 km,1308.6861111111111,21:49,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-17_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-20,2017-07-17,2017-07-17,5.0,5.0 km,1881.4120370370372,31:21,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-18_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-21,2017-07-18,2017-07-18,5.0,5.0 km,1602.8493150684933,26:43,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-18_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-21,2017-07-18,2017-07-18,10.0,10.0 km,3002.7580645161293,50:03,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-19_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-22,2017-07-19,2017-07-19,5.0,5.0 km,1883.2712765957447,31:23,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-19_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-22,2017-07-19,2017-07-19,10.0,10.0 km,3297.2170818505338,54:57,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-19_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-22,2017-07-19,2017-07-19,15.0,15.0 km,4839.0,01:20:39,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-19_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-22,2017-07-19,2017-07-19,21.1,21.1 km,6761.0,01:52:41,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-21_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-24,2017-07-21,2017-07-21,5.0,5.0 km,3381.1658986175116,56:21,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-22_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-25,2017-07-22,2017-07-22,5.0,5.0 km,1438.4155495978553,23:58,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-22_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-25,2017-07-22,2017-07-22,10.0,10.0 km,2820.0,47:00,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-23_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-26,2017-07-23,2017-07-23,5.0,5.0 km,1288.5467289719627,21:29,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-26_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-06-29,2017-07-26,2017-07-26,5.0,5.0 km,1165.0913140311802,19:25,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-28_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-01,2017-07-28,2017-07-28,5.0,5.0 km,1696.1161473087818,28:16,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-28_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-01,2017-07-28,2017-07-28,10.0,10.0 km,3086.3788819875776,51:26,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-30_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-03,2017-07-30,2017-07-30,5.0,5.0 km,1391.4890965732088,23:11,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-30_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-03,2017-07-30,2017-07-30,10.0,10.0 km,2930.40414507772,48:50,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-07-30_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-03,2017-07-30,2017-07-30,15.0,15.0 km,4397.571428571428,01:13:18,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-02_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-06,2017-08-02,2017-08-02,5.0,5.0 km,1665.1344537815125,27:45,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-05_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-09,2017-08-05,2017-08-05,5.0,5.0 km,1440.786301369863,24:01,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-06_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-10,2017-08-06,2017-08-06,5.0,5.0 km,1972.6371584699452,32:53,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-06_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-10,2017-08-06,2017-08-06,10.0,10.0 km,3566.074074074074,59:26,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-06_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-10,2017-08-06,2017-08-06,15.0,15.0 km,5133.677419354839,01:25:34,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-06_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-10,2017-08-06,2017-08-06,21.1,21.1 km,7210.0,02:00:10,28,16,12
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-09_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-13,2017-08-09,2017-08-09,5.0,5.0 km,1680.910447761194,28:01,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-09_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-13,2017-08-09,2017-08-09,10.0,10.0 km,3346.4827586206898,55:46,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-09_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-13,2017-08-09,2017-08-09,15.0,15.0 km,5117.096774193548,01:25:17,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-11_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-15,2017-08-11,2017-08-11,5.0,5.0 km,1826.983379501385,30:27,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-11_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-15,2017-08-11,2017-08-11,10.0,10.0 km,3377.194029850746,56:17,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-11_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-15,2017-08-11,2017-08-11,15.0,15.0 km,4966.24,01:22:46,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-11_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-15,2017-08-11,2017-08-11,21.1,21.1 km,6917.363636363637,01:55:17,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-13_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-17,2017-08-13,2017-08-13,5.0,5.0 km,1345.3443877551022,22:25,28,15,13
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-15_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-19,2017-08-15,2017-08-15,5.0,5.0 km,2309.717877094972,38:30,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-15_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-19,2017-08-15,2017-08-15,10.0,10.0 km,3741.7905759162304,01:02:22,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-15_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-19,2017-08-15,2017-08-15,15.0,15.0 km,5180.684210526316,01:26:21,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-15_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-19,2017-08-15,2017-08-15,21.1,21.1 km,7077.687500000001,01:57:58,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-18_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-22,2017-08-18,2017-08-18,5.0,5.0 km,1439.8501529051987,24:00,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-18_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-22,2017-08-18,2017-08-18,10.0,10.0 km,3149.8039215686276,52:30,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-18_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-22,2017-08-18,2017-08-18,15.0,15.0 km,4585.771428571428,01:16:26,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-18_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-22,2017-08-18,2017-08-18,21.1,21.1 km,7504.461538461539,02:05:04,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-20_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-24,2017-08-20,2017-08-20,5.0,5.0 km,1397.3108108108108,23:17,28,12,16
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-21_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-25,2017-08-21,2017-08-21,5.0,5.0 km,2159.5040871934602,36:00,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-21_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-25,2017-08-21,2017-08-21,10.0,10.0 km,3825.2879256965944,01:03:45,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-23_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-27,2017-08-23,2017-08-23,5.0,5.0 km,2243.7191358024693,37:24,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-24_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-28,2017-08-24,2017-08-24,5.0,5.0 km,1931.506963788301,32:12,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-24_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-28,2017-08-24,2017-08-24,10.0,10.0 km,3361.3288590604025,56:01,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-24_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-28,2017-08-24,2017-08-24,15.0,15.0 km,4744.939393939394,01:19:05,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-24_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-28,2017-08-24,2017-08-24,21.1,21.1 km,6457.0,01:47:37,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-26_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-30,2017-08-26,2017-08-26,5.0,5.0 km,1388.7384105960264,23:09,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-26_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-07-30,2017-08-26,2017-08-26,10.0,10.0 km,2755.0,45:55,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-29_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-02,2017-08-29,2017-08-29,5.0,5.0 km,2188.3392857142853,36:28,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-29_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-02,2017-08-29,2017-08-29,10.0,10.0 km,3634.5142857142855,01:00:35,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-29_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-02,2017-08-29,2017-08-29,15.0,15.0 km,5137.472222222223,01:25:37,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-08-29_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-02,2017-08-29,2017-08-29,21.1,21.1 km,6885.714285714286,01:54:46,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-01_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-05,2017-09-01,2017-09-01,5.0,5.0 km,1480.0613026819924,24:40,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-01_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-05,2017-09-01,2017-09-01,10.0,10.0 km,2936.518413597734,48:57,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-01_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-05,2017-09-01,2017-09-01,15.0,15.0 km,4411.264705882353,01:13:31,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-01_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-05,2017-09-01,2017-09-01,21.1,21.1 km,6125.277777777778,01:42:05,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-03_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-07,2017-09-03,2017-09-03,5.0,5.0 km,1434.779569892473,23:55,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-06_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-10,2017-09-06,2017-09-06,5.0,5.0 km,1437.871794871795,23:58,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-06_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-10,2017-09-06,2017-09-06,10.0,10.0 km,3043.088319088319,50:43,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-06_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-10,2017-09-06,2017-09-06,15.0,15.0 km,4473.828571428571,01:14:34,28,13,15
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-09_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-13,2017-09-09,2017-09-09,5.0,5.0 km,2584.832727272727,43:05,28,14,14
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-15_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-19,2017-09-15,2017-09-15,5.0,5.0 km,1723.6301775147929,28:44,28,12,16
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-15_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-19,2017-09-15,2017-09-15,10.0,10.0 km,3121.8,52:02,28,12,16
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-15_15.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-19,2017-09-15,2017-09-15,15.0,15.0 km,4550.911764705883,01:15:51,28,12,16
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-15_21.1,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-19,2017-09-15,2017-09-15,21.1,21.1 km,6381.413793103448,01:46:21,28,12,16
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-19_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-23,2017-09-19,2017-09-19,5.0,5.0 km,1730.157622739018,28:50,28,12,16
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-19_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-23,2017-09-19,2017-09-19,10.0,10.0 km,3142.0462427745665,52:22,28,12,16
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-21_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-25,2017-09-21,2017-09-21,5.0,5.0 km,1803.7535211267605,30:04,28,11,17
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-23_5.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-27,2017-09-23,2017-09-23,5.0,5.0 km,1303.9377880184331,21:44,28,11,17
099c2300-5d3f-4841-b843-977c94ac91ab_2017-09-23_10.0,099c2300-5d3f-4841-b843-977c94ac91ab,2017-08-27,2017-09-23,2017-09-23,10.0,10.0 km,2689.1954022988502,44:49,28,11,17
